status,copyright,response.docs.abstract,response.docs.web_url,response.docs.snippet,response.docs.lead_paragraph,response.docs.print_section,response.docs.print_page,response.docs.source,response.docs.multimedia,response.docs.keywords,response.docs.pub_date,response.docs.document_type,response.docs.news_desk,response.docs.section_name,response.docs.type_of_material,response.docs._id,response.docs.word_count,response.docs.uri,response.docs.subsection_name,response.docs.headline.main,response.docs.headline.kicker,response.docs.headline.content_kicker,response.docs.headline.print_headline,response.docs.headline.name,response.docs.headline.seo,response.docs.headline.sub,response.docs.byline.original,response.docs.byline.person,response.docs.byline.organization,response.meta.hits,response.meta.offset,response.meta.time
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"MUCH has been written about how Boca Raton got its name, which translates rather inelegantly to ""mouth of the rat."" This is as good an explanation as any: the craggy inlet that rims the city reminded some 19th-century map-maker of a rat's sharp teeth.

 The poor fellow had evidently spent too many hours at the drawing board since another Boca Raton already existed on Biscayne Bay. That other Boca is now Indian Creek, and the Boca Raton between Fort Lauderdale and West Palm Beach is the only one with claim to the name. And Boca, as residents call it -- with its white-sand beaches, broad palm-tree-lined boulevards, Spanish revival architecture, good restaurants and lively arts scene, has a singular identity -- as well as enough golf, tennis and boating to divert even the hopelessly driven.",https://www.nytimes.com/1995/01/22/travel/bustling-boca-raton.html,"MUCH has been written about how Boca Raton got its name, which translates rather inelegantly to ""mouth of the rat."" This is as good an explanation as any: the craggy inlet that rims the city reminded some 19th-century map-maker of a rat's sharp te...","MUCH has been written about how Boca Raton got its name, which translates rather inelegantly to ""mouth of the rat."" This is as good an explanation as any: the craggy inlet that rims the city reminded some 19th-century map-maker of a rat's sharp teeth.",5,12,The New York Times,,,1995-01-22T05:00:00+0000,article,Travel Desk,Travel,News,nyt://article/e99f70c4-1cef-533d-a184-1237d07fe8e3,2039,nyt://article/e99f70c4-1cef-533d-a184-1237d07fe8e3,NA,Bustling Boca Raton,NA,NA,Bustling Boca Raton,NA,NA,NA,By Cynthia Hacinli,,NA,358,320,43
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"MUCH has been written about how Boca Raton got its name, which translates rather inelegantly to ""mouth of the rat."" This is as good an explanation as any: the craggy inlet that rims the city reminded some 19th-century map-maker of a rat's sharp teeth.

 The poor fellow had evidently spent too many hours at the drawing board since another Boca Raton already existed on Biscayne Bay. That other Boca is now Indian Creek, and the Boca Raton between Fort Lauderdale and West Palm Beach is the only one with claim to the name. And Boca, as residents call it -- with its white-sand beaches, broad palm-tree-lined boulevards, Spanish revival architecture, good restaurants and lively arts scene, has a singular identity -- as well as enough golf, tennis and boating to divert even the hopelessly driven.",https://www.nytimes.com/1995/01/22/travel/bustling-boca-raton.html,"MUCH has been written about how Boca Raton got its name, which translates rather inelegantly to ""mouth of the rat."" This is as good an explanation as any: the craggy inlet that rims the city reminded some 19th-century map-maker of a rat's sharp te...","MUCH has been written about how Boca Raton got its name, which translates rather inelegantly to ""mouth of the rat."" This is as good an explanation as any: the craggy inlet that rims the city reminded some 19th-century map-maker of a rat's sharp teeth.",5,12,The New York Times,,,1995-01-22T05:00:00+0000,article,Travel Desk,Travel,News,nyt://article/20ece95f-d1ab-5e10-b9e1-03b22145fb90,2039,nyt://article/20ece95f-d1ab-5e10-b9e1-03b22145fb90,NA,Bustling Boca Raton,NA,NA,Bustling Boca Raton,NA,NA,NA,By Cynthia Hacinli,,NA,358,320,43
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"MUCH has been written about how Boca Raton got its name, which translates rather inelegantly to ""mouth of the rat."" This is as good an explanation as any: the craggy inlet that rims the city reminded some 19th-century map-maker of a rat's sharp teeth.

The poor fellow had evidently spent too many hours at the drawing board since another Boca Raton already existed on Biscayne Bay. That other Boca is now Indian Creek, and the Boca Raton between Fort Lauderdale and West Palm Beach is the only one with claim to the name. And Boca, as residents call it -- with its white-sand beaches, broad palm-tree-lined boulevards, Spanish revival architecture, good restaurants and lively arts scene, has a singular identity -- as well as enough golf, tennis and boating to divert even the hopelessly driven.",https://www.nytimes.com/1995/01/22/travel/bustling-boca-raton.html,"MUCH has been written about how Boca Raton got its name, which translates rather inelegantly to ""mouth of the rat."" This is as good an explanation as any: the craggy inlet that rims the city reminded some 19th-century map-maker of a rat's sharp te...","MUCH has been written about how Boca Raton got its name, which translates rather inelegantly to ""mouth of the rat."" This is as good an explanation as any: the craggy inlet that rims the city reminded some 19th-century map-maker of a rat's sharp teeth.",5,12,The New York Times,,,1995-01-22T05:00:00+0000,article,Travel Desk,Travel,News,nyt://article/c18ccc28-db85-54c6-ba28-095fd2584358,2027,nyt://article/c18ccc28-db85-54c6-ba28-095fd2584358,NA,Bustling Boca Raton,NA,NA,Bustling Boca Raton,NA,NA,NA,By Cynthia Hacinli,,NA,358,320,43
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"Lisa Fugard article on week's vacation in Belize's Placentia district, peninsula that juts out from coastline; describes cabin on the beach, with excursions to see fish on 180-mile reef and monkeys in rain forest; photos; map (M)",https://www.nytimes.com/1999/01/24/travel/exploring-belize-s-lush-landscapes.html,"Lisa Fugard article on week's vacation in Belize's Placentia district, peninsula that juts out from coastline; describes cabin on the beach, with excursions to see fish on 180-mile reef and monkeys in rain forest; photos; map (M)","KINKAJOUS and coatis, trogons and motmots -- the fanciful names of the birds and mammals of Belize intrigued me, sounding more like creatures from Lewis Carroll's imagination than real animals. Add to that visions of the Caribbean Sea lapping at the edges of a secretive jungle, and I felt compelled to visit the country. These exotic images of Belize had grown during a long New York winter when I frequently logged onto www.belizenet.com, a Web site with links for everything Belizean. In early April, when I discovered that my frequent-flier miles could get me to Central America, I grabbed a week's vacation in the Placentia district, a skinny peninsula jutting out halfway down the coastline.",5,11,The New York Times,,,1999-01-24T05:00:00+0000,article,Travel Desk,Travel,News,nyt://article/35eb79eb-38e7-5d5b-b86f-d8b90d625359,2397,nyt://article/35eb79eb-38e7-5d5b-b86f-d8b90d625359,NA,EXPLORING BELIZE'S LUSH LANDSCAPES,NA,NA,EXPLORING BELIZE'S LUSH LANDSCAPES,NA,NA,NA,By Lisa Fugard,,NA,358,330,21
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"""Rather too quickly, Rita surveyed our mother's closet, pulling out a Sunday dress and dainty shoes for the body's presentation.""",https://www.nytimes.com/2004/08/29/books/chapters/the-silver-screen.html,"""Rather too quickly, Rita surveyed our mother's closet, pulling out a Sunday dress and dainty shoes for the body's presentation."""," Sea laps the shore. We need not know what shimmering sea, what pure white sand. Girls frolic-ten, twelve of them. A show, a game? Beach balls in the bright air. They catch and throw flip-wristed, and for no reason at all dash to a rickety wooden bleacher set up on the beach. Arranging themselves for a still shot, arms and legs flutter, won't be tamed. Amusing pets, all pretty. Some have ribbons round their bobbed hair. Some wear brimless hats molded close to the head, a flirty curl or two escaping. Their bathing suits, belted or sashed, are striped, a few checkered in harlequin patterns. Silly girls laughing, smiling to beat the band. (The band, set to the side, an upright piano, clarinet, mandolin.) ",NA,NA,The New York Times,,,2004-08-29T05:00:00+0000,article,Books / First Chapters,Books,Transcript,nyt://article/4aa83471-ca73-5c60-86ad-fac22f7df275,2643,nyt://article/4aa83471-ca73-5c60-86ad-fac22f7df275,NA,'The Silver Screen',First Chapter,NA,'The Silver Screen',NA,NA,NA,By Maureen Howard,,NA,358,330,21
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"“They appeared as if in a dream at the top of the dune, half-hidden in the cloud of sand rising from their steps.”",https://www.nytimes.com/2009/08/30/books/excerpt-desert.html,"“They appeared as if in a dream at the top of the dune, half-hidden in the cloud of sand rising from their steps.”",Chapter 1 ,NA,NA,The New York Times,,,2009-08-28T21:33:44+0000,article,BookReview,Books,First Chapter,nyt://article/aed3a84f-10ce-5768-a095-e74eedbf0d0b,2988,nyt://article/aed3a84f-10ce-5768-a095-e74eedbf0d0b,NA,‘Desert’,Excerpt,NA,NA,NA,NA,NA,By J. M. G. LE CLÉZIO,,NA,358,330,21
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"Ellen Barlett article on visiting Klaserie Nature Reserve, South Africa's largest private game reserve; photos (M)b",https://www.nytimes.com/1997/10/12/travel/encounters-in-the-wild.html,"Ellen Barlett article on visiting Klaserie Nature Reserve, South Africa's largest private game reserve; photos (M)b","EARLY in June, on a South African winter morning, the sky above the Klaserie Nature Reserve was pale, the air clear and sharp. We walked in loose single file, in an easy, peaceable silence broken only by the pad of boots on hard ground, the swish of legs in dry grass. The path was animal-made, and there was evidence everywhere of the builders: a rhino midden blanketed in dung, tree trunks rubbed shiny by elephant tusks, the golf-ball leavings of hyena, thousands of tracks -- the pinpricks of duiker to the great round splots of rhino.",5,14,The New York Times,,,1997-10-12T05:00:00+0000,article,Travel Desk,Travel,News,nyt://article/cef74fd8-4e52-5e72-b6f4-c4f35bb92e46,2601,nyt://article/cef74fd8-4e52-5e72-b6f4-c4f35bb92e46,NA,Encounters In the Wild,NA,NA,Encounters In the Wild,NA,NA,NA,By Ellen Bartlett,,NA,358,330,21
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,One way to check in on the state of the natural world? Disappear — with your family — in Indonesia’s jungles for two weeks.,https://www.nytimes.com/2020/02/17/travel/indonesia-wildlife-tourism.html,One way to check in on the state of the natural world? Disappear — with your family — in Indonesia’s jungles for two weeks.,"“Gentlemen,” I said to our boys the night before we left for Indonesia, “are you sure you’re ready to see real dragons?”",TR,1,The New York Times,,,2020-02-17T10:00:20+0000,article,Travel,Travel,News,nyt://article/13736152-eb94-5701-b2d2-b569fcc03c76,2939,nyt://article/13736152-eb94-5701-b2d2-b569fcc03c76,NA,"Dragons, Apes, Mantas and Birds",NA,NA,Hanging With Wildlife,NA,NA,NA,By Jeffrey Gettleman,,NA,358,330,21
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,Because it’s the sound of complete artistic freedom.,https://www.nytimes.com/interactive/2019/08/14/magazine/music-black-culture-appropriation.html,Because it’s the sound of complete artistic freedom.,Because it’s the sound of complete artistic freedom.,MM,60,The New York Times,,,2019-08-14T04:25:53+0000,multimedia,Magazine,Magazine,Interactive Feature,nyt://interactive/577cf1ee-0ee5-574a-adfc-18141f2b9e9f,0,nyt://interactive/577cf1ee-0ee5-574a-adfc-18141f2b9e9f,NA,Why Is Everyone Always Stealing Black Music?,NA,NA,NA,NA,NA,NA,By Wesley Morris,,NA,358,330,21
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"""Those trees were one reason she'd moved back into her parents' old home after leaving Nicholas, these trees and the sloping grassy hillside behind the house. Also, there was no mortgage . . .""",https://www.nytimes.com/2002/10/13/books/chapters/blue-shoe.html,"""Those trees were one reason she'd moved back into her parents' old home after leaving Nicholas, these trees and the sloping grassy hillside behind the house. Also, there was no mortgage . . ."""," The world outside the window was in flames. The leaves on the pistachio trees shone fire-red and orange. Mattie studied the early-morning light. She was lying on the side of the bed where her husband should have been sleeping. Those trees were one reason she'd moved back into her parents' old home after leaving Nicholas, these trees and the sloping grassy hillside behind the house. Also, there was no mortgage: her parents had paid it off during the course of their marriage. She and her brother, Al, had grown up playing on the hill and in the buckeyes with their low, broad branches; her six-year-old, Harry, played there now, and her daughter, Ella, two, would also climb one day soon. The leaves of the delicate Japanese maple between Mattie's window and the wobbly fence were still green, but elsewhere in the garden were russets and butterscotch-oranges, other trees giddy with color, almost garish, like gypsy dresses. When she strained to listen, she could imagine them saying, We gave you shade, and now we'll give you a little kick-ass beauty before we die. A choir of chickadees and finches sang above the sounds of a quiet neighborhood waking up, the cars of people heading to work and school, the clatter and thumps of the recycling truck, a dog barking, leaves rustling in a gentle wind, silence. A moment later she heard the rats in the walls begin to stir. ",NA,NA,The New York Times,,,2002-10-13T05:00:00+0000,article,Books / First Chapters,Books,Transcript,nyt://article/2fdb58d7-89f3-52c2-89ae-6ab2a5989398,3013,nyt://article/2fdb58d7-89f3-52c2-89ae-6ab2a5989398,NA,'Blue Shoe',First Chapter,NA,'Blue Shoe',NA,NA,NA,By Anne Lamott,,NA,358,330,21
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"WHAT WOULD ONE TAKE them for -- small groups of men and women, binoculars at the ready, moving haphazardly through meadows and along the margins of swamps and bogs? A group of golfers and their caddies looking for a wildly errant golf ball? No. The binoculars would belie that. Then, bird-watchers, surely. But what about their odd behavior -- as many as four or five crouched over a bush and peering into its depths through their binoculars . . . hardly anything a bird would stand for. Spaced-out botanists, perhaps?

No, these are butterfly watchers (""butterfliers"" they call themselves) out on the prowl -- enthusiasts in a relatively new nature-based activity, an interest increasing nationwide: butterfly clubs are being organized; butterfly gardening (growing specific plants that will attract certain species) has become popular; gardening columnists in mass-circulation magazines advise us that parsley planted in boxes on penthouse terraces will bring in the lovely black swallowtail . . . that the aptly named butterfly weed -- actually a beautiful orange plant -- will attract monarch butterflies, among others. Butterfly zoos have become more prevalent -- ""aviaries"" designed as rain forests through which visitors can walk to see the huge butterflies of the tropics: the iridescent morphos, the owl butterflies with the eyeholes in their hind wings. Odd to think of all this activity as a butterfly craze, but certainly an increasing number of Americans have become addicts.",https://www.nytimes.com/1995/09/03/magazine/stalking-the-great-spangled-fritillary.html,"WHAT WOULD ONE TAKE them for -- small groups of men and women, binoculars at the ready, moving haphazardly through meadows and along the margins of swamps and bogs? A group of golfers and their caddies looking for a wildly errant golf ball? No. Th...","WHAT WOULD ONE TAKE them for -- small groups of men and women, binoculars at the ready, moving haphazardly through meadows and along the margins of swamps and bogs? A group of golfers and their caddies looking for a wildly errant golf ball? No. The binoculars would belie that. Then, bird-watchers, surely. But what about their odd behavior -- as many as four or five crouched over a bush and peering into its depths through their binoculars . . . hardly anything a bird would stand for. Spaced-out botanists, perhaps?",6,38,The New York Times,,,1995-09-03T05:00:00+0000,article,Magazine Desk,Magazine,News,nyt://article/adf2044f-4c06-54b0-b3d0-6a4ad2706447,2687,nyt://article/adf2044f-4c06-54b0-b3d0-6a4ad2706447,NA,Stalking the . . . Great Spangled Fritillary?,NA,NA,Stalking the . . . Great Spangled Fritillary?,NA,NA,NA,By George Plimpton,,NA,358,330,21
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"AS morning comes to French Polynesia, I am on a small island -- a motu -- looking across a coral-laden lagoon. My view is of the fabled island of Bora-Bora, with its two volcanic peaks -- Mount Pahia and Mount Otemanu -- jutting up from the South Pacific. The looming mountains, emblematic of Bora-Bora, are less than 2,400 feet high. But on an island whose circumference is only about 19 miles, they tower.

I put on my snorkeling gear, climb down a ladder from the deck of my private over-water bungalow at the new Bora-Bora Lagoon Resort, and jump in. The lagoon's underwater world is rich and busy. The coral is dense and intricate; the fish colorful, plentiful and curious. After some leisurely exploring, breakfast beckons. I'll be sure to bring back some bread from the dining room for the fish.",https://www.nytimes.com/1993/10/31/travel/winter-in-the-sun-baguettes-beneath-pacific-skies.html,"AS morning comes to French Polynesia, I am on a small island -- a motu -- looking across a coral-laden lagoon. My view is of the fabled island of Bora-Bora, with its two volcanic peaks -- Mount Pahia and Mount Otemanu -- jutting up from the South ...","AS morning comes to French Polynesia, I am on a small island -- a motu -- looking across a coral-laden lagoon. My view is of the fabled island of Bora-Bora, with its two volcanic peaks -- Mount Pahia and Mount Otemanu -- jutting up from the South Pacific. The looming mountains, emblematic of Bora-Bora, are less than 2,400 feet high. But on an island whose circumference is only about 19 miles, they tower.",5,11,The New York Times,,,1993-10-31T05:00:00+0000,article,Travel Desk,Travel,News,nyt://article/e2d4186c-8aae-5697-846b-978adf6d2a1a,2602,nyt://article/e2d4186c-8aae-5697-846b-978adf6d2a1a,NA,"WINTER IN THE SUN;
BAGUETTES BENEATH PACIFIC SKIES",NA,NA,"WINTER IN THE SUN;
BAGUETTES BENEATH PACIFIC SKIES",NA,NA,NA,By Lenore Magida,,NA,358,330,21
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"  BULLFIGHTERS may dignify their showdown with the bull as a moment of truth, but when I met the first two-ton rhinoceros advancing through the African bush, my gut instinct was to run. There wasn't much doubt who was the interloper. But Norman Galli, the ranger guiding our party, quipped that he would shoot the first person who bolted. ""To urban people who've never been put under pressure, the first instinct is to run,"" he said. ""It's simple fear.""   ""If you enter a white rhino's space, he'll charge you,"" Mr. Galli said before we set off walking through the heart of rhinoceros country in Natal province, on the eastern coast of South Africa. Trying to outrun a charging rhinoceros was far riskier than standing still or dodging behind a tree, he said. The white rhinoceros had such poor eyesight and was so clumsy that it was likely to run right past, unlike the smaller but more aggressive black rhinoceros.",https://www.nytimes.com/1993/02/21/travel/walking-with-rhinoceroses.html,,"BULLFIGHTERS may dignify their showdown with the bull as a moment of truth, but when I met the first two-ton rhinoceros advancing through the African bush, my gut instinct was to run. There wasn't much doubt who was the interloper. But Norman Galli, the ranger guiding our party, quipped that he would shoot the first person who bolted. ""To urban people who've never been put under pressure, the first instinct is to run,"" he said. ""It's simple fear.""",5,14,The New York Times,,,1993-02-21T05:00:00+0000,article,Travel Desk,Travel,News,nyt://article/6a9af6a9-6841-580f-be12-df3d5b270dc8,2612,nyt://article/6a9af6a9-6841-580f-be12-df3d5b270dc8,NA,Walking With Rhinoceroses,NA,NA,Walking With Rhinoceroses,NA,NA,NA,By Christopher S. Wren,,NA,358,330,21
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"IT has lately struck me that some trips  can't be tamed by planning. They go astray, no matter how well conceived.  Moreover, these aberrant trips, marked by the lowest lows, often also feature the highest highs.    In early December my brother, John Spano, and I took a five-day car trip through the northern section of Mexico's wild Baja peninsula, starting at his home in Los Angeles and ending about 600 miles south in the  town of Guerrero Negro. On that trip, I saw two of the most beautiful sights I've ever seen: the star-riddled night sky above the Parque Nacional San Pedro Martir and the Bahia de los Angeles on the Sea of Cortes at sunrise, awash in pastel peach, baby blue and electric pink.   ",https://www.nytimes.com/1997/02/16/travel/the-best-and-worst-of-times-in-the-northern-baja.html,,"IT has lately struck me that some trips can't be tamed by planning. They go astray, no matter how well conceived. Moreover, these aberrant trips, marked by the lowest lows, often also feature the highest highs.",5,6,The New York Times,,,1997-02-16T05:00:00+0000,article,Travel Desk,Travel,News,nyt://article/242b2956-370b-5c0a-98e0-c3759c77d905,2754,nyt://article/242b2956-370b-5c0a-98e0-c3759c77d905,NA,The Best and Worst of Times in the Northern Baja,FRUGAL TRAVELER,NA,The Best and Worst of Times in the Northern Baja,NA,NA,NA,By Susan Spano,,NA,358,340,47
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,Sampling the odd and delicious offerings of a city where locavore living has become a lifestyle.,https://www.nytimes.com/2011/06/12/travel/eating-in-and-around-seattle.html,Sampling the odd and delicious offerings of a city where locavore living has become a lifestyle.,"OUR waitress was in a panic, and no wonder. She couldn’t pinpoint the cradle of our clams.",TR,1,The New York Times,,,2011-06-10T18:55:25+0000,article,Travel,Travel,News,nyt://article/34f8719b-4e7f-57a6-9ffb-bd35949f92ff,3319,nyt://article/34f8719b-4e7f-57a6-9ffb-bd35949f92ff,NA,"Seattle, a Tasting Menu",NA,NA,Fork by Northwest,NA,NA,NA,By Frank Bruni,,NA,358,340,47
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,LEAD: E.O. Wilson doesn't make a lot of headway hiking through the Panamanian rain forest. Invertebrates distract him. He stops to poke. A wasp is acting strangely - he must see why. A bee clamps its mandibles onto his hand - no problem. He'll just observe it for a while. He snaps off epiphytes - plants that grow in the lower forest canopy - looking for nesting ants.,https://www.nytimes.com/1990/07/22/magazine/the-ant-man.html,,"E.O. Wilson doesn't make a lot of headway hiking through the Panamanian rain forest. Invertebrates distract him. He stops to poke. A wasp is acting strangely - he must see why. A bee clamps its mandibles onto his hand - no problem. He'll just observe it for a while. He snaps off epiphytes - plants that grow in the lower forest canopy - looking for nesting ants. With a chisel he chips off some bark and discovers an embiopteran web spinner. ''That's not too common,'' he says, impressed.",6,17,The New York Times,,,1990-07-22T05:00:00+0000,article,Magazine Desk,Magazine,News,nyt://article/b853fa4d-44dd-5e2d-93a1-a18b20504982,5329,nyt://article/b853fa4d-44dd-5e2d-93a1-a18b20504982,NA,The Ant Man,NA,NA,The Ant Man,NA,NA,NA,By Elizabeth Royte,,NA,358,340,47
